sex,age,race,education,workclass,occupation,salary-class
Male,32,White,HS-grad,Private,Other-service,<=50K
Male,31,Black,Bachelors,Private,Sales,>50K
Female,31,White,Bachelors,Private,Prof-specialty,>50K
Female,47,White,Some-college,Private,Adm-clerical,<=50K
Male,40,Black,Assoc-voc,Private,Handlers-cleaners,<=50K
Female,40,White,Assoc-acdm,Private,Adm-clerical,<=50K
Male,41,White,11th,Private,Other-service,<=50K
Male,53,Black,HS-grad,Federal-gov,Adm-clerical,<=50K
Male,46,Amer-Indian-Eskimo,11th,Private,Machine-op-inspct,<=50K
Male,45,White,Bachelors,Self-emp-inc,Farming-fishing,>50K
Female,39,Black,9th,Private,Other-service,<=50K
Male,19,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,57,White,HS-grad,Private,Transport-moving,>50K
Female,49,White,Assoc-voc,Private,Machine-op-inspct,<=50K
Female,59,White,HS-grad,Private,Exec-managerial,<=50K
Male,32,White,Assoc-voc,Private,Sales,>50K
Male,35,Black,Some-college,State-gov,Protective-serv,<=50K
Female,58,White,10th,Self-emp-inc,Transport-moving,<=50K
Male,28,White,Bachelors,Private,Other-service,<=50K
Female,36,White,Assoc-acdm,Federal-gov,Adm-clerical,>50K
Female,41,White,Masters,Self-emp-not-inc,Prof-specialty,<=50K
Male,47,White,HS-grad,Private,Sales,>50K
Male,50,White,HS-grad,Self-emp-inc,Craft-repair,<=50K
Male,36,White,HS-grad,Private,Exec-managerial,>50K
Male,38,White,Assoc-voc,Private,Craft-repair,<=50K
Male,56,White,HS-grad,Self-emp-not-inc,Other-service,>50K
Male,50,White,Assoc-voc,Private,Transport-moving,<=50K
Male,45,White,Some-college,Self-emp-not-inc,Sales,<=50K
Male,44,White,HS-grad,Self-emp-not-inc,Exec-managerial,<=50K
Male,51,White,Some-college,Private,Exec-managerial,>50K
Male,44,White,Some-college,Self-emp-inc,Exec-managerial,>50K
Male,25,White,HS-grad,Private,Craft-repair,<=50K
Male,60,Black,11th,Private,Transport-moving,<=50K
Male,49,White,Masters,Self-emp-inc,Exec-managerial,>50K
Male,46,Black,HS-grad,Private,Craft-repair,>50K
Female,56,Black,HS-grad,Private,Adm-clerical,<=50K
Male,25,White,HS-grad,Private,Craft-repair,<=50K
Male,22,White,Some-college,Private,Transport-moving,<=50K
Male,41,White,Prof-school,Self-emp-inc,Prof-specialty,>50K
Male,48,White,HS-grad,Self-emp-inc,Exec-managerial,>50K
Male,46,Black,10th,Private,Machine-op-inspct,<=50K
Male,30,White,Some-college,Private,Craft-repair,>50K
Male,39,White,HS-grad,Private,Transport-moving,>50K
Male,40,Amer-Indian-Eskimo,10th,Private,Craft-repair,<=50K
Male,70,Black,HS-grad,Federal-gov,Adm-clerical,<=50K
Male,35,White,Some-college,Private,Craft-repair,<=50K
Female,49,White,Masters,Private,Exec-managerial,<=50K
Male,24,White,Assoc-voc,Private,Protective-serv,<=50K
Male,40,White,Assoc-acdm,Private,Prof-specialty,>50K
Male,61,White,Prof-school,Private,Transport-moving,>50K
Male,25,Asian-Pac-Islander,Bachelors,Private,Prof-specialty,<=50K
Female,28,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,69,White,Masters,State-gov,Prof-specialty,<=50K
Female,22,White,Some-college,Private,Handlers-cleaners,<=50K
Male,47,White,HS-grad,Private,Adm-clerical,<=50K
Female,38,White,HS-grad,Private,Other-service,<=50K
Female,26,White,Assoc-voc,Private,Adm-clerical,<=50K
Female,17,Asian-Pac-Islander,11th,Private,Adm-clerical,<=50K
Male,33,White,Some-college,Self-emp-not-inc,Other-service,<=50K
Male,43,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Male,58,White,Assoc-voc,Private,Craft-repair,>50K
Male,53,White,HS-grad,Self-emp-inc,Sales,>50K
Male,26,White,HS-grad,Private,Craft-repair,<=50K
Male,43,Black,Bachelors,Local-gov,Prof-specialty,>50K
Male,31,White,10th,Private,Farming-fishing,<=50K
Male,30,White,HS-grad,Private,Adm-clerical,<=50K
Female,25,White,HS-grad,Private,Other-service,<=50K
Female,57,White,HS-grad,Federal-gov,Adm-clerical,<=50K
Male,37,White,Masters,Private,Exec-managerial,>50K
Male,32,White,Some-college,Private,Sales,<=50K
Female,26,White,HS-grad,Private,Exec-managerial,<=50K
Male,45,White,HS-grad,Private,Adm-clerical,>50K
Male,53,White,HS-grad,State-gov,Adm-clerical,>50K
Male,27,Amer-Indian-Eskimo,HS-grad,Private,Handlers-cleaners,<=50K
Male,28,White,11th,Self-emp-inc,Craft-repair,>50K
Male,32,White,11th,Private,Sales,>50K
Female,35,White,Bachelors,Private,Sales,<=50K
Male,36,White,Some-college,Self-emp-not-inc,Exec-managerial,>50K
Male,19,White,Some-college,Private,Adm-clerical,<=50K
Male,37,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Male,49,White,Some-college,Private,Machine-op-inspct,<=50K
Male,20,White,Some-college,Private,Other-service,<=50K
Male,64,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Male,32,White,Assoc-acdm,Private,Craft-repair,<=50K
Male,58,White,HS-grad,State-gov,Exec-managerial,<=50K
Male,42,White,HS-grad,Private,Sales,<=50K
Female,20,Black,Some-college,Private,Adm-clerical,<=50K
Male,42,Black,Some-college,State-gov,Adm-clerical,<=50K
Male,25,Black,Some-college,Private,Prof-specialty,<=50K
Male,30,White,Assoc-voc,Self-emp-not-inc,Prof-specialty,>50K
Male,37,White,Bachelors,Self-emp-inc,Prof-specialty,>50K
Male,66,White,Assoc-voc,Self-emp-not-inc,Prof-specialty,<=50K
Male,59,White,Bachelors,Self-emp-inc,Exec-managerial,>50K
Male,44,Asian-Pac-Islander,Bachelors,Private,Other-service,<=50K
Male,46,White,HS-grad,Private,Adm-clerical,>50K
Female,59,White,Bachelors,Private,Adm-clerical,<=50K
Male,25,White,Bachelors,Private,Exec-managerial,<=50K
Male,17,Black,9th,Local-gov,Other-service,<=50K
Male,47,White,Bachelors,Local-gov,Protective-serv,<=50K
Female,47,White,9th,State-gov,Other-service,<=50K
Female,30,White,Some-college,Private,Exec-managerial,<=50K
Female,20,White,Some-college,Private,Farming-fishing,<=50K
Male,26,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,20,Black,Some-college,Private,Handlers-cleaners,<=50K
Male,33,White,HS-grad,Private,Other-service,<=50K
Male,48,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,52,White,Bachelors,Private,Exec-managerial,>50K
Female,37,White,HS-grad,Private,Exec-managerial,<=50K
Male,47,Black,HS-grad,Private,Craft-repair,<=50K
Male,40,White,10th,Private,Machine-op-inspct,>50K
Female,48,White,Masters,Private,Exec-managerial,>50K
Male,49,Black,10th,Private,Transport-moving,>50K
Female,50,White,Some-college,Private,Other-service,<=50K
Female,30,White,Assoc-acdm,Private,Prof-specialty,<=50K
Male,34,White,Some-college,Private,Exec-managerial,<=50K
Male,43,White,HS-grad,Private,Machine-op-inspct,<=50K
Female,22,White,10th,Private,Machine-op-inspct,<=50K
Male,35,Black,HS-grad,Private,Other-service,<=50K
Female,26,White,HS-grad,State-gov,Adm-clerical,<=50K
Male,62,White,Prof-school,Private,Prof-specialty,<=50K
Male,39,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,59,White,Some-college,Local-gov,Craft-repair,<=50K
Male,27,White,Bachelors,Private,Craft-repair,<=50K
Male,17,White,10th,Private,Sales,<=50K
Male,38,White,Bachelors,Private,Adm-clerical,<=50K
Male,41,White,Some-college,Private,Craft-repair,>50K
Female,27,White,10th,Private,Machine-op-inspct,<=50K
Female,23,White,HS-grad,Private,Adm-clerical,<=50K
Male,17,White,10th,Private,Handlers-cleaners,<=50K
Female,56,White,7th-8th,Private,Machine-op-inspct,<=50K
Female,24,White,Some-college,Private,Adm-clerical,<=50K
Male,44,Black,12th,Private,Transport-moving,<=50K
Male,23,White,Bachelors,Private,Adm-clerical,<=50K
Male,25,White,HS-grad,Private,Transport-moving,<=50K
Female,21,Black,Some-college,Private,Other-service,<=50K
Male,18,White,12th,Private,Handlers-cleaners,<=50K
Male,45,White,Some-college,Private,Craft-repair,<=50K
Male,51,White,7th-8th,Private,Protective-serv,<=50K
Female,42,Black,HS-grad,Federal-gov,Other-service,<=50K
Female,47,Black,Some-college,Private,Other-service,<=50K
Male,29,White,Some-college,Private,Farming-fishing,<=50K
Male,33,Black,11th,Private,Other-service,<=50K
Male,43,White,Bachelors,Local-gov,Craft-repair,<=50K
Male,44,White,Assoc-acdm,Private,Craft-repair,>50K
Male,24,White,Some-college,Private,Other-service,<=50K
Male,19,White,Some-college,Private,Handlers-cleaners,<=50K
Male,52,White,Assoc-voc,Private,Adm-clerical,<=50K
Male,38,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,24,White,Some-college,State-gov,Tech-support,<=50K
Male,32,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,26,White,HS-grad,Private,Sales,>50K
Male,29,White,Bachelors,Private,Sales,<=50K
Male,39,White,HS-grad,Private,Adm-clerical,>50K
Male,48,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Male,40,White,Some-college,Private,Craft-repair,>50K
Male,51,White,Some-college,Private,Exec-managerial,<=50K
Male,28,White,HS-grad,Self-emp-not-inc,Craft-repair,<=50K
Female,22,White,HS-grad,Private,Exec-managerial,<=50K
Female,23,White,Bachelors,Private,Adm-clerical,<=50K
Male,65,White,Some-college,Private,Protective-serv,<=50K
Male,26,White,Bachelors,Local-gov,Prof-specialty,<=50K
Male,38,White,Bachelors,Self-emp-not-inc,Other-service,<=50K
Male,33,White,HS-grad,Private,Prof-specialty,>50K
Female,33,White,HS-grad,Local-gov,Adm-clerical,<=50K
Female,37,Black,Bachelors,Private,Sales,<=50K
Male,19,White,11th,Private,Machine-op-inspct,<=50K
Male,24,White,Bachelors,Private,Sales,<=50K
Male,30,White,11th,Private,Craft-repair,<=50K
Female,57,White,HS-grad,State-gov,Exec-managerial,<=50K
Female,22,White,Some-college,State-gov,Prof-specialty,<=50K
Male,57,Black,HS-grad,Private,Machine-op-inspct,>50K
Male,46,White,HS-grad,State-gov,Tech-support,<=50K
Male,67,White,HS-grad,Private,Adm-clerical,<=50K
Male,47,White,HS-grad,Private,Craft-repair,<=50K
Male,39,White,10th,Private,Craft-repair,<=50K
Male,50,Asian-Pac-Islander,Some-college,Private,Other-service,<=50K
Female,58,White,12th,Self-emp-not-inc,Sales,<=50K
Female,36,White,Assoc-acdm,Private,Prof-specialty,>50K
Male,45,White,Masters,Private,Prof-specialty,>50K
Male,54,White,HS-grad,Private,Machine-op-inspct,>50K
Male,26,White,Bachelors,Private,Adm-clerical,<=50K
Male,60,White,HS-grad,Private,Prof-specialty,>50K
Male,46,White,Prof-school,Private,Prof-specialty,>50K
Female,26,White,Some-college,Private,Exec-managerial,<=50K
Male,32,White,11th,Private,Craft-repair,<=50K
Male,38,White,HS-grad,Local-gov,Transport-moving,<=50K
Male,48,White,Some-college,Self-emp-not-inc,Sales,>50K
Male,44,White,HS-grad,Self-emp-not-inc,Exec-managerial,>50K
Female,37,Asian-Pac-Islander,HS-grad,Private,Other-service,<=50K
Male,44,White,Some-college,Private,Exec-managerial,<=50K
Female,31,Other,HS-grad,Private,Other-service,<=50K
Male,61,White,Prof-school,Self-emp-not-inc,Prof-specialty,>50K
Male,51,White,HS-grad,Private,Craft-repair,<=50K
Female,52,White,Bachelors,Private,Sales,>50K
Female,45,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,39,White,11th,Private,Other-service,<=50K
Female,67,White,HS-grad,Local-gov,Other-service,<=50K
Male,40,White,Assoc-acdm,State-gov,Adm-clerical,>50K
Male,27,White,5th-6th,Private,Farming-fishing,<=50K
Male,37,White,1st-4th,Private,Machine-op-inspct,<=50K
Male,57,White,Some-college,Private,Exec-managerial,>50K
Female,27,White,10th,Private,Other-service,<=50K
Female,28,White,HS-grad,Private,Sales,<=50K
Male,34,White,Bachelors,Self-emp-inc,Prof-specialty,>50K
Male,54,White,HS-grad,Private,Machine-op-inspct,>50K
Female,52,Black,HS-grad,Private,Other-service,<=50K
Male,42,White,Bachelors,Private,Prof-specialty,>50K
Male,48,White,Masters,Private,Prof-specialty,>50K
Male,65,White,Masters,State-gov,Prof-specialty,>50K
Female,55,White,Prof-school,Self-emp-not-inc,Prof-specialty,<=50K
Female,71,White,HS-grad,Self-emp-inc,Adm-clerical,>50K
Male,33,Black,Some-college,Private,Machine-op-inspct,<=50K
Male,30,White,HS-grad,Private,Sales,<=50K
Male,35,White,Bachelors,Private,Exec-managerial,>50K
Female,59,Black,10th,Private,Adm-clerical,<=50K
Male,19,White,Some-college,Private,Handlers-cleaners,<=50K
Male,36,White,9th,Self-emp-not-inc,Craft-repair,<=50K
Male,26,White,HS-grad,Self-emp-not-inc,Sales,<=50K
Male,34,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,41,Black,HS-grad,Private,Craft-repair,>50K
Male,44,White,Bachelors,Private,Prof-specialty,>50K
Male,47,White,HS-grad,Private,Craft-repair,<=50K
Male,18,White,Some-college,Private,Sales,<=50K
Male,55,White,10th,Self-emp-not-inc,Craft-repair,<=50K
Male,49,White,HS-grad,Local-gov,Craft-repair,<=50K
Male,44,White,Bachelors,Private,Exec-managerial,>50K
Male,43,White,Bachelors,Private,Prof-specialty,<=50K
Male,62,White,7th-8th,Private,Protective-serv,<=50K
Male,44,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,50,White,Some-college,Self-emp-inc,Sales,>50K
Male,35,White,11th,Private,Sales,<=50K
Male,52,White,HS-grad,Private,Adm-clerical,<=50K
Male,46,White,Prof-school,Private,Prof-specialty,>50K
Male,44,White,Assoc-acdm,Private,Sales,>50K
Male,43,White,Some-college,Private,Exec-managerial,<=50K
Male,51,White,7th-8th,Private,Craft-repair,<=50K
Male,20,White,Some-college,Private,Sales,<=50K
Female,47,White,Assoc-acdm,Private,Adm-clerical,>50K
Male,43,White,Masters,Private,Exec-managerial,<=50K
Male,24,White,Some-college,Private,Craft-repair,<=50K
Male,27,White,Some-college,Federal-gov,Craft-repair,<=50K
Male,32,White,HS-grad,Private,Transport-moving,<=50K
Female,37,White,HS-grad,Private,Other-service,<=50K
Male,26,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,43,White,Bachelors,Private,Exec-managerial,>50K
Female,50,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,20,White,HS-grad,Self-emp-not-inc,Transport-moving,<=50K
Male,37,White,HS-grad,Private,Exec-managerial,>50K
Female,43,Black,HS-grad,Private,Other-service,<=50K
Male,37,White,HS-grad,Private,Exec-managerial,>50K
Female,53,White,9th,Private,Other-service,<=50K
Male,44,White,Doctorate,Private,Prof-specialty,>50K
Female,25,White,HS-grad,Private,Other-service,<=50K
Female,17,White,11th,Private,Adm-clerical,<=50K
Male,19,White,HS-grad,Private,Sales,<=50K
Female,53,White,HS-grad,State-gov,Exec-managerial,>50K
Male,44,White,Some-college,Private,Sales,<=50K
Male,51,Black,HS-grad,Private,Machine-op-inspct,>50K
Female,49,White,HS-grad,Private,Exec-managerial,<=50K
Male,35,White,Some-college,Private,Handlers-cleaners,<=50K
Male,44,White,HS-grad,Private,Craft-repair,<=50K
Male,54,White,Masters,Private,Prof-specialty,<=50K
Female,37,Black,Some-college,Private,Adm-clerical,<=50K
Female,18,White,Some-college,Private,Other-service,<=50K
Male,24,White,Some-college,Private,Handlers-cleaners,<=50K
Female,29,White,HS-grad,Private,Craft-repair,<=50K
Male,35,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,56,White,HS-grad,Private,Craft-repair,>50K
Male,24,Asian-Pac-Islander,Bachelors,Private,Machine-op-inspct,<=50K
Male,43,White,Masters,Private,Exec-managerial,>50K
Female,73,White,HS-grad,Private,Sales,<=50K
Male,49,White,12th,Private,Machine-op-inspct,<=50K
Male,38,White,Bachelors,Private,Sales,>50K
Male,31,Black,HS-grad,Private,Machine-op-inspct,<=50K
Female,39,Amer-Indian-Eskimo,Some-college,Private,Adm-clerical,<=50K
Female,42,White,Bachelors,Private,Adm-clerical,<=50K
Male,41,Asian-Pac-Islander,Masters,Private,Prof-specialty,>50K
Male,35,White,Bachelors,Private,Sales,>50K
Male,38,White,HS-grad,Private,Transport-moving,<=50K
Female,31,White,HS-grad,Private,Adm-clerical,<=50K
Male,51,White,HS-grad,Local-gov,Protective-serv,<=50K
Male,38,White,Bachelors,Private,Sales,>50K
Male,40,White,Some-college,Local-gov,Exec-managerial,>50K
Female,21,White,HS-grad,Private,Other-service,<=50K
Male,44,White,Some-college,Private,Craft-repair,<=50K
Male,55,White,HS-grad,Private,Craft-repair,>50K
Male,29,White,HS-grad,Private,Sales,<=50K
Female,49,White,Masters,Private,Prof-specialty,>50K
Male,31,White,Assoc-voc,Private,Other-service,<=50K
Male,24,White,Masters,Private,Exec-managerial,<=50K
Male,46,Black,Some-college,Private,Exec-managerial,<=50K
Male,26,Black,HS-grad,Private,Sales,<=50K
Male,35,White,Bachelors,Private,Other-service,<=50K
Male,27,White,Assoc-voc,Private,Sales,<=50K
Male,64,White,Bachelors,Self-emp-not-inc,Exec-managerial,>50K
Male,26,White,Bachelors,Private,Craft-repair,<=50K
Female,21,White,HS-grad,Private,Other-service,<=50K
Male,57,White,HS-grad,Local-gov,Transport-moving,<=50K
Male,30,White,Bachelors,Private,Adm-clerical,>50K
Female,45,White,11th,Private,Other-service,<=50K
Female,50,White,7th-8th,Private,Craft-repair,<=50K
Female,38,White,Bachelors,Private,Adm-clerical,<=50K
Male,43,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Female,42,White,Some-college,Private,Exec-managerial,<=50K
Male,32,White,Bachelors,Private,Prof-specialty,<=50K
Female,20,White,HS-grad,Private,Adm-clerical,<=50K
Female,27,White,HS-grad,Private,Other-service,<=50K
Female,45,White,11th,Private,Adm-clerical,<=50K
Female,40,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,38,White,HS-grad,Private,Transport-moving,<=50K
Female,37,White,HS-grad,Private,Adm-clerical,<=50K
Female,60,White,10th,Private,Machine-op-inspct,<=50K
Male,53,Black,HS-grad,Self-emp-not-inc,Exec-managerial,>50K
Female,25,White,Bachelors,Private,Exec-managerial,<=50K
Male,47,Asian-Pac-Islander,Bachelors,Self-emp-not-inc,Exec-managerial,<=50K
Male,40,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Female,19,White,Some-college,Private,Other-service,<=50K
Female,42,White,Some-college,Private,Prof-specialty,>50K
Female,41,White,Bachelors,Private,Adm-clerical,<=50K
Male,28,Black,10th,Private,Machine-op-inspct,<=50K
Female,46,White,Masters,Private,Exec-managerial,>50K
Female,49,White,Bachelors,Private,Prof-specialty,>50K
Male,24,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,32,White,11th,Private,Machine-op-inspct,<=50K
Male,71,White,HS-grad,Private,Protective-serv,<=50K
Male,26,White,Some-college,Private,Tech-support,>50K
Male,29,White,HS-grad,Private,Protective-serv,<=50K
Male,50,White,Some-college,Private,Exec-managerial,>50K
Male,51,White,Assoc-voc,Private,Craft-repair,>50K
Female,49,Black,HS-grad,Private,Other-service,>50K
Male,31,White,10th,Private,Machine-op-inspct,<=50K
Male,23,White,11th,Private,Machine-op-inspct,<=50K
Male,59,White,HS-grad,Local-gov,Farming-fishing,<=50K
Male,43,White,Some-college,Private,Sales,>50K
Male,38,White,Bachelors,Private,Sales,>50K
Male,37,White,HS-grad,Private,Exec-managerial,<=50K
Male,29,White,10th,Private,Other-service,<=50K
Male,39,White,Bachelors,Private,Exec-managerial,>50K
Male,31,White,Assoc-acdm,Private,Adm-clerical,<=50K
Female,42,White,Bachelors,Local-gov,Prof-specialty,>50K
Female,35,White,Masters,Local-gov,Prof-specialty,>50K
Male,39,Asian-Pac-Islander,Masters,Private,Exec-managerial,>50K
Female,40,White,Assoc-acdm,Private,Adm-clerical,<=50K
Female,66,White,5th-6th,Private,Handlers-cleaners,<=50K
Male,30,White,9th,Federal-gov,Tech-support,<=50K
Male,43,White,Assoc-acdm,Private,Craft-repair,<=50K
Female,47,White,9th,Private,Other-service,<=50K
Female,45,Asian-Pac-Islander,Masters,Private,Adm-clerical,<=50K
Male,31,Black,Some-college,Private,Machine-op-inspct,<=50K
Male,33,White,HS-grad,Private,Sales,>50K
Male,32,White,Bachelors,Private,Adm-clerical,<=50K
Male,28,Black,Assoc-acdm,Private,Handlers-cleaners,<=50K
Male,50,White,HS-grad,Federal-gov,Adm-clerical,>50K
Female,63,White,7th-8th,Private,Sales,<=50K
Male,28,White,Bachelors,Private,Adm-clerical,<=50K
Female,38,Black,Some-college,Private,Adm-clerical,<=50K
Female,52,White,HS-grad,Private,Other-service,<=50K
Male,38,Asian-Pac-Islander,Prof-school,Self-emp-inc,Prof-specialty,>50K
Male,41,White,HS-grad,Private,Exec-managerial,<=50K
Male,50,White,Masters,State-gov,Prof-specialty,<=50K
Male,59,White,11th,Private,Machine-op-inspct,<=50K
Male,32,White,HS-grad,Private,Sales,<=50K
Male,73,White,7th-8th,Local-gov,Protective-serv,<=50K
Male,52,White,HS-grad,Self-emp-inc,Exec-managerial,<=50K
Male,57,White,HS-grad,Private,Exec-managerial,<=50K
Male,35,White,Assoc-voc,Private,Exec-managerial,>50K
Male,51,White,Bachelors,Private,Transport-moving,>50K
Female,22,Black,11th,Private,Sales,<=50K
Male,49,White,HS-grad,Private,Sales,>50K
Male,22,Black,HS-grad,Private,Handlers-cleaners,<=50K
Male,46,White,HS-grad,Local-gov,Craft-repair,<=50K
Female,48,White,HS-grad,Private,Craft-repair,<=50K
Male,43,White,Bachelors,State-gov,Adm-clerical,>50K
Male,25,White,7th-8th,Private,Handlers-cleaners,<=50K
Male,31,White,7th-8th,Private,Craft-repair,<=50K
Male,19,White,Some-college,Private,Sales,<=50K
Male,51,White,HS-grad,Private,Transport-moving,>50K
Male,51,White,Bachelors,Private,Exec-managerial,>50K
Female,22,White,HS-grad,Self-emp-not-inc,Prof-specialty,>50K
Female,37,Black,HS-grad,Local-gov,Adm-clerical,<=50K
Female,19,White,Some-college,Private,Sales,<=50K
Female,45,White,HS-grad,Private,Transport-moving,<=50K
Male,21,White,Some-college,State-gov,Other-service,<=50K
Female,52,White,HS-grad,Private,Sales,<=50K
Male,46,White,Some-college,Local-gov,Prof-specialty,<=50K
Female,42,White,Masters,State-gov,Prof-specialty,<=50K
Male,56,White,HS-grad,Private,Craft-repair,<=50K
Female,23,White,HS-grad,Private,Adm-clerical,<=50K
Male,58,White,Masters,Private,Sales,<=50K
Male,70,White,HS-grad,Private,Farming-fishing,<=50K
Male,30,White,Some-college,Private,Adm-clerical,<=50K
Male,45,Asian-Pac-Islander,Bachelors,Private,Adm-clerical,<=50K
Male,23,White,Some-college,Private,Craft-repair,<=50K
Male,34,White,Some-college,Local-gov,Transport-moving,<=50K
Female,38,White,Bachelors,Private,Craft-repair,<=50K
Male,24,White,Assoc-voc,Private,Craft-repair,<=50K
Male,53,Amer-Indian-Eskimo,7th-8th,Private,Transport-moving,<=50K
Male,45,Black,HS-grad,Federal-gov,Transport-moving,<=50K
Female,21,White,Some-college,Private,Other-service,<=50K
Female,34,White,Bachelors,Private,Prof-specialty,<=50K
Male,32,White,HS-grad,Self-emp-inc,Craft-repair,>50K
Male,21,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,23,Black,9th,Private,Handlers-cleaners,<=50K
Male,28,White,Bachelors,Private,Craft-repair,<=50K
Male,29,Black,HS-grad,Self-emp-not-inc,Transport-moving,<=50K
Female,25,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,44,White,Masters,State-gov,Prof-specialty,<=50K
Female,18,White,HS-grad,Private,Other-service,<=50K
Male,26,White,HS-grad,Private,Other-service,<=50K
Female,47,White,Assoc-acdm,Local-gov,Adm-clerical,>50K
Male,23,White,HS-grad,Private,Sales,<=50K
Male,46,White,Some-college,Private,Machine-op-inspct,<=50K
Male,61,White,Bachelors,Local-gov,Exec-managerial,>50K
Male,25,White,HS-grad,Private,Craft-repair,<=50K
Male,38,Asian-Pac-Islander,HS-grad,Local-gov,Protective-serv,>50K
Male,23,White,Some-college,Private,Other-service,<=50K
Female,36,White,HS-grad,Federal-gov,Adm-clerical,<=50K
Male,46,White,9th,Private,Other-service,<=50K
Male,32,White,Bachelors,Self-emp-not-inc,Prof-specialty,>50K
Male,40,White,10th,Private,Transport-moving,<=50K
Male,31,Black,HS-grad,Private,Adm-clerical,<=50K
Male,31,White,Some-college,Private,Exec-managerial,>50K
Male,32,White,Bachelors,State-gov,Adm-clerical,<=50K
Male,21,White,Some-college,Private,Other-service,<=50K
Male,63,Black,Some-college,Private,Sales,>50K
Male,44,White,Some-college,Private,Exec-managerial,>50K
Male,42,White,Bachelors,Self-emp-not-inc,Sales,<=50K
Female,30,White,Some-college,Private,Adm-clerical,<=50K
Male,24,White,HS-grad,Private,Other-service,<=50K
Male,42,White,Bachelors,Private,Tech-support,>50K
Female,44,White,HS-grad,Self-emp-not-inc,Prof-specialty,>50K
Male,27,Black,Bachelors,Federal-gov,Exec-managerial,<=50K
Male,27,White,Some-college,Local-gov,Exec-managerial,<=50K
Female,22,White,HS-grad,Private,Other-service,<=50K
Female,68,White,HS-grad,Private,Sales,<=50K
Male,55,White,Some-college,Self-emp-not-inc,Farming-fishing,>50K
Male,22,White,HS-grad,Self-emp-not-inc,Other-service,<=50K
Female,25,White,Some-college,Private,Exec-managerial,<=50K
Male,68,White,HS-grad,Self-emp-not-inc,Farming-fishing,<=50K
Female,62,White,Some-college,Private,Exec-managerial,<=50K
Male,26,White,HS-grad,Private,Other-service,<=50K
Male,34,White,Masters,Private,Prof-specialty,>50K
Male,68,White,Some-college,Private,Sales,<=50K
Male,42,White,Bachelors,Local-gov,Exec-managerial,>50K
Male,45,White,Bachelors,Private,Sales,<=50K
Male,26,White,11th,Private,Transport-moving,<=50K
Male,25,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,23,White,Bachelors,Private,Prof-specialty,<=50K
Female,65,White,7th-8th,Without-pay,Farming-fishing,<=50K
Male,31,White,HS-grad,Private,Transport-moving,<=50K
Female,26,White,HS-grad,Private,Adm-clerical,<=50K
Male,39,White,Some-college,Private,Craft-repair,>50K
Male,44,White,HS-grad,Private,Machine-op-inspct,>50K
Female,45,White,Masters,Local-gov,Prof-specialty,<=50K
Female,26,White,Masters,Self-emp-not-inc,Prof-specialty,<=50K
Male,26,White,10th,Private,Transport-moving,<=50K
Male,36,White,9th,Private,Transport-moving,<=50K
Male,38,White,11th,Private,Craft-repair,<=50K
Male,39,White,HS-grad,Private,Machine-op-inspct,<=50K
Male,52,White,Prof-school,Self-emp-inc,Exec-managerial,<=50K
Male,39,White,1st-4th,Private,Craft-repair,<=50K
Male,41,White,Some-college,Self-emp-not-inc,Craft-repair,<=50K
Male,42,White,Masters,Local-gov,Exec-managerial,>50K
Male,47,White,Bachelors,Private,Sales,<=50K
Male,28,Black,Assoc-voc,Local-gov,Protective-serv,<=50K
Male,25,White,Bachelors,Local-gov,Prof-specialty,<=50K
Female,35,White,Bachelors,Private,Adm-clerical,<=50K
Female,32,White,HS-grad,Private,Adm-clerical,<=50K
Male,38,Black,Masters,Private,Craft-repair,>50K
Male,44,White,Some-college,Private,Tech-support,>50K
Female,27,White,Bachelors,Private,Sales,<=50K
Male,30,White,Bachelors,Private,Exec-managerial,>50K
Male,30,White,Bachelors,Private,Sales,<=50K
Male,45,White,HS-grad,Private,Handlers-cleaners,<=50K
Male,20,White,HS-grad,Private,Craft-repair,<=50K
Male,57,White,Masters,Private,Prof-specialty,<=50K
Male,43,White,Some-college,Private,Adm-clerical,<=50K
